17;22;22;11;16;16;21;13;13;13;16;16;14;18;18;17;17;17;15;17;17;19;15;15;15;16;16;17;14;14;17;16;16;16;18;18;18;15;15;11;16;16;14;16;16;13;16;16;13;17;17;14;17;17;13;16;16;15;16;16;18;15;15;17;15;15;15;14;14;15;16;16;14;16;16;15;16;16;14;16;16;15;16;16;17;15;15;16;16;16;16;16;16;16;15;15;15;15;15;16;16;16;16;14;14;18;16;16;16;15;15;17;16;16;17;15;15;15;16;16;16;16;16;16;15;15;17;15;15;16;16;16;17;15;15;14;15;15;16;16;16;16;15;15;17;16;16;16;15;15;15;17;17;15;16;16;16;16;16;15;16;16;15;15;15;16;16;16;16;16;16;15;15;15;17;15;15;16;16;16;15;16;16;15;15;15;15;16;16;16;16;16;0
15;24;24;11;18;18;19;18;18;16;17;17;13;17;17;14;16;16;21;14;14;23;12;12;16;16;16;16;17;17;18;15;15;18;16;16;19;15;15;17;15;15;15;14;14;16;16;16;16;15;15;13;16;16;13;15;15;17;16;16;16;16;16;17;16;16;14;16;16;13;15;15;18;16;16;11;18;18;15;15;15;15;18;18;17;17;17;14;16;16;17;17;17;19;15;15;15;16;16;16;16;16;14;15;15;17;16;16;15;15;15;14;16;16;16;16;16;16;16;16;16;15;15;15;15;15;17;15;15;15;15;15;16;16;16;14;16;16;17;15;15;17;15;15;13;16;16;16;16;16;17;16;16;16;15;15;15;16;16;15;15;15;14;16;16;16;15;15;14;16;16;16;15;15;15;15;15;14;16;16;16;15;15;16;15;15;17;15;15;15;15;15;1
27;20;20;14;17;17;20;16;16;21;16;16;13;16;16;13;19;19;15;16;16;14;17;17;18;16;16;21;18;18;16;14;14;14;16;16;12;13;13;15;15;15;12;13;13;15;16;16;10;15;15;15;16;16;21;16;16;16;16;16;18;16;16;14;16;16;17;16;16;10;17;17;16;16;16;15;16;16;17;15;15;16;16;16;16;16;16;18;15;15;16;17;17;17;14;14;15;16;16;13;15;15;15;16;16;16;16;16;16;16;16;17;15;15;16;16;16;18;15;15;15;16;16;15;14;14;15;16;16;16;16;16;16;17;17;13;15;15;13;16;16;15;16;16;14;15;15;16;16;16;16;16;16;16;15;15;14;16;16;17;15;15;14;15;15;16;15;15;17;15;15;15;16;16;15;16;16;13;16;16;16;15;15;15;16;16;16;15;15;15;16;16;10
19;31;31;16;21;21;21;21;21;18;18;18;15;15;15;14;14;14;16;16;16;15;16;16;13;18;18;16;16;16;11;18;18;14;19;19;16;15;15;18;16;16;15;17;17;16;14;14;15;16;16;15;16;16;17;13;13;18;15;15;13;16;16;15;16;16;18;17;17;15;15;15;13;16;16;15;16;16;17;15;15;14;17;17;16;16;16;15;15;15;17;14;14;15;17;17;13;16;16;15;14;14;17;15;15;16;15;15;16;16;16;16;14;14;13;16;16;15;16;16;16;14;14;15;16;16;14;17;17;16;16;16;16;16;16;18;15;15;16;16;16;14;16;16;17;16;16;16;15;15;17;16;16;16;14;14;18;16;16;18;16;16;15;17;17;16;17;17;15;16;16;15;16;16;16;16;16;16;16;16;15;16;16;15;16;16;14;16;16;15;16;16;100
43;41;41;12;16;16;6;27;27;14;22;22;13;17;17;13;16;16;17;16;16;16;16;16;18;17;17;12;15;15;12;15;15;14;16;16;16;16;16;15;16;16;16;16;16;17;16;16;16;16;16;14;16;16;15;15;15;15;15;15;14;15;15;17;16;16;17;15;15;16;16;16;16;15;15;14;15;15;16;16;16;16;15;15;16;15;15;16;16;16;13;15;15;15;15;15;17;16;16;15;15;15;16;15;15;17;16;16;15;16;16;16;15;15;15;16;16;17;16;16;15;15;15;15;16;16;16;15;15;16;16;16;15;15;15;17;16;16;15;16;16;16;16;16;16;16;16;15;15;15;15;15;15;16;16;16;16;15;15;15;15;15;15;15;15;16;16;16;15;15;15;16;15;15;15;16;16;16;16;16;16;16;16;16;16;16;15;16;16;15;16;16;101
31;37;37;18;14;14;11;24;24;13;15;15;16;15;15;11;16;16;13;17;17;15;15;15;14;17;17;15;15;15;13;17;17;15;16;16;14;17;17;11;17;17;15;16;16;17;15;15;13;16;16;16;16;16;14;16;16;13;16;16;17;15;15;16;15;15;15;16;16;14;16;16;15;15;15;16;16;16;15;16;16;15;16;16;15;16;16;15;16;16;16;15;15;15;15;15;16;15;15;15;16;16;16;16;16;14;16;16;15;15;15;15;16;16;15;16;16;17;15;15;16;16;16;15;16;16;14;16;16;15;16;16;15;16;16;16;15;15;16;15;15;17;15;15;16;15;15;16;15;15;16;15;15;17;15;15;16;15;15;15;16;16;16;16;16;16;15;15;16;15;15;16;16;16;16;15;15;16;16;16;16;15;15;15;16;16;16;15;15;16;16;16;102
21;33;33;14;15;15;3;27;27;8;22;22;15;16;16;14;16;16;16;15;15;16;15;15;17;16;16;17;15;15;18;14;14;15;16;16;15;15;15;16;16;16;14;16;16;16;16;16;16;16;16;15;16;16;16;16;16;14;16;16;16;14;14;13;16;16;16;16;16;15;15;15;16;16;16;17;15;15;15;16;16;15;16;16;15;16;16;15;16;16;15;16;16;16;15;15;16;16;16;15;15;15;17;16;16;14;17;17;16;15;15;16;16;16;15;15;15;15;16;16;16;16;16;16;15;15;15;16;16;16;15;15;16;15;15;16;15;15;15;16;16;15;15;15;16;16;16;16;17;17;15;15;15;16;15;15;15;15;15;16;15;15;15;16;16;15;16;16;15;16;16;16;15;15;15;16;16;15;16;16;16;16;16;15;16;16;15;15;15;15;16;16;103
35;42;42;15;12;12;10;24;24;9;23;23;17;14;14;8;18;18;17;15;15;16;15;15;14;16;16;13;21;21;15;20;20;14;16;16;15;14;14;16;15;15;14;16;16;15;15;15;16;16;16;15;16;16;17;15;15;15;16;16;17;17;17;16;16;16;15;16;16;18;15;15;15;16;16;17;15;15;15;15;15;16;16;16;16;16;16;16;16;16;16;16;16;15;15;15;15;16;16;14;15;15;15;16;16;15;15;15;15;16;16;14;15;15;15;16;16;15;15;15;16;16;16;15;15;15;16;15;15;15;15;15;16;15;15;16;16;16;16;16;16;16;15;15;16;16;16;16;16;16;16;16;16;16;15;15;15;15;15;15;16;16;16;16;16;15;15;15;16;15;15;15;16;16;16;16;16;15;16;16;16;16;16;16;16;16;16;16;16;16;16;16;104
11;30;30;14;16;16;21;12;12;13;19;19;14;16;16;12;20;20;18;17;17;12;18;18;18;13;13;16;16;16;17;17;17;16;15;15;21;18;18;14;16;16;16;17;17;16;17;17;15;17;17;15;14;14;16;17;17;16;15;15;14;17;17;16;13;13;16;15;15;16;16;16;15;16;16;13;16;16;17;16;16;17;15;15;14;16;16;18;14;14;19;12;12;15;17;17;16;15;15;17;16;16;16;16;16;17;15;15;15;16;16;17;16;16;16;16;16;17;13;13;18;14;14;17;13;13;14;16;16;16;17;17;16;15;15;15;18;18;16;15;15;16;15;15;15;18;18;16;16;16;15;16;16;14;17;17;14;16;16;17;15;15;14;16;16;14;16;16;16;15;15;17;14;14;14;16;16;16;16;16;14;16;16;15;16;16;15;16;16;16;15;15;105
32;41;41;15;21;21;5;29;29;16;22;22;15;18;18;14;16;16;15;17;17;15;14;14;19;12;12;18;18;18;8;18;18;13;14;14;17;14;14;16;17;17;14;16;16;16;15;15;16;16;16;15;15;15;14;16;16;13;16;16;14;14;14;18;15;15;18;14;14;17;17;17;16;15;15;15;15;15;14;15;15;16;15;15;15;15;15;16;16;16;17;16;16;16;15;15;15;15;15;14;17;17;17;14;14;16;17;17;13;16;16;16;16;16;16;16;16;15;16;16;15;16;16;15;16;16;16;15;15;15;16;16;15;16;16;16;16;16;16;16;16;15;15;15;16;15;15;16;15;15;15;16;16;15;15;15;16;15;15;17;16;16;15;16;16;15;15;15;16;15;15;16;16;16;15;15;15;16;15;15;16;16;16;15;15;15;15;16;16;16;15;15;106
