1996-06-20;3;29;29;16;15;15;17;15;15;16;16;16;16;15;15;13;17;17;14;16;16;14;17;17;15;16;16;13;17;17;16;16;16;15;16;16;17;14;14;15;16;16;17;14;14;17;14;14;17;15;15;17;15;15;18;14;14;15;16;16;16;15;15;17;15;15;16;15;15;16;15;15;17;15;15;14;16;16;16;15;15;15;16;16;14;17;17;15;16;16;14;16;16;14;17;17;16;15;15;15;16;16;16;15;15;16;15;15;16;15;15;15;16;16;15;16;16;15;16;16;14;17;17;16;15;15;15;16;16;17;15;15;16;15;15;15;16;16;16;15;15;15;16;16;15;16;16;15;16;16;16;15;15;16;15;15;16;15;15;17;14;14;16;15;15;15;16;16;17;15;15;16;16;16;16;16;16;15;16;16;15;16;16;15;16;16;15;16;16;15;15;15;
1996-06-21;31;30;30;16;16;16;31;20;20;21;14;14;18;15;15;15;16;16;16;16;16;15;16;16;13;16;16;8;14;14;12;16;16;15;15;15;17;15;15;16;16;16;15;16;16;15;16;16;15;16;16;15;15;15;15;16;16;16;16;16;17;17;17;16;16;16;16;16;16;18;15;15;16;16;16;16;15;15;16;16;16;16;16;16;16;15;15;15;16;16;16;15;15;16;15;15;15;16;16;15;16;16;15;15;15;15;14;14;16;15;15;14;16;16;15;16;16;15;15;15;15;16;16;16;16;16;16;16;16;15;16;16;16;15;15;15;16;16;15;16;16;16;15;15;16;16;16;16;15;15;15;16;16;15;16;16;15;16;16;15;16;16;16;16;16;16;16;16;16;15;15;15;16;16;16;15;15;16;16;16;15;16;16;16;15;15;15;16;16;16;15;15;
1996-06-22;15;32;32;14;16;16;18;16;16;15;16;16;15;16;16;10;16;16;16;16;16;13;16;16;17;16;16;14;16;16;14;16;16;16;16;16;14;16;16;16;16;16;15;16;16;16;16;16;16;16;16;14;16;16;17;16;16;15;16;16;14;16;16;14;16;16;15;16;16;18;16;16;15;16;16;17;16;16;16;16;16;15;16;16;16;16;16;16;16;16;16;16;16;15;16;16;15;16;16;17;16;16;15;16;16;15;16;16;16;16;16;17;16;16;15;16;16;15;16;16;16;16;16;16;16;16;15;16;16;15;16;16;16;16;16;16;16;16;15;16;16;16;16;16;16;16;16;16;16;16;15;16;16;16;16;16;15;16;16;16;16;16;15;16;16;15;16;16;15;16;16;15;16;16;15;16;16;15;16;16;16;16;16;16;16;16;16;16;16;16;16;16;
1996-06-23;6;19;19;15;17;17;16;14;14;10;22;22;16;16;16;7;23;23;16;14;14;14;17;17;17;15;15;15;16;16;15;16;16;17;15;15;20;11;11;15;16;16;15;15;15;15;16;16;16;15;15;14;17;17;16;15;15;16;15;15;15;16;16;17;14;14;16;16;16;17;14;14;14;17;17;16;15;15;15;16;16;17;14;14;15;16;16;16;16;16;16;16;16;15;16;16;15;16;16;16;15;15;15;16;16;16;15;15;16;15;15;14;17;17;16;15;15;13;18;18;16;15;15;13;18;18;16;16;16;16;15;15;15;16;16;16;15;15;15;16;16;16;15;15;15;16;16;15;16;16;15;16;16;15;16;16;17;14;14;16;15;15;16;16;16;16;15;15;16;15;15;15;16;16;16;16;16;16;15;15;15;16;16;15;16;16;16;15;15;16;15;15;
1996-06-24;22;10;10;11;15;15;1;27;27;5;23;23;17;17;17;12;15;15;18;15;15;17;16;16;18;16;16;14;18;18;19;14;14;16;14;14;17;15;15;16;14;14;14;16;16;15;16;16;16;16;16;15;16;16;17;15;15;15;15;15;19;13;13;16;14;14;16;15;15;15;16;16;14;16;16;14;15;15;14;16;16;17;16;16;15;15;15;15;15;15;17;16;16;17;15;15;13;16;16;14;15;15;15;17;17;16;15;15;15;16;16;16;15;15;17;16;16;17;15;15;15;15;15;16;16;16;16;16;16;15;15;15;15;15;15;17;15;15;15;15;15;16;15;15;17;16;16;16;14;14;15;16;16;15;15;15;15;16;16;17;16;16;15;15;15;16;16;16;15;16;16;15;16;16;16;16;16;15;16;16;16;15;15;16;16;16;15;16;16;16;16;16;
1996-06-25;12;12;12;19;13;13;24;10;10;8;20;20;17;15;15;7;19;19;18;15;15;15;15;15;18;14;14;9;19;19;12;18;18;14;18;18;20;15;15;18;13;13;17;15;15;15;15;15;13;17;17;15;14;14;15;18;18;13;17;17;15;17;17;17;16;16;15;15;15;16;15;15;14;16;16;16;13;13;14;17;17;14;16;16;16;16;16;16;15;15;16;17;17;18;14;14;15;16;16;13;16;16;17;14;14;16;15;15;16;15;15;15;14;14;14;18;18;16;16;16;16;16;16;15;16;16;16;15;15;14;16;16;15;15;15;16;16;16;15;17;17;15;16;16;16;16;16;15;16;16;15;17;17;16;15;15;17;15;15;15;16;16;16;16;16;16;15;15;15;16;16;15;15;15;16;16;16;15;16;16;16;16;16;15;16;16;15;17;17;15;16;16;
1996-06-27;11;11;11;17;14;14;22;12;12;17;17;17;13;17;17;17;16;16;15;16;16;16;16;16;16;15;15;18;14;14;14;17;17;15;16;16;17;15;15;15;15;15;16;16;16;16;16;16;15;16;16;14;16;16;16;16;16;16;16;16;16;15;15;16;15;15;16;15;15;15;15;15;15;16;16;16;15;15;15;16;16;16;16;16;16;16;16;15;16;16;16;15;15;16;15;15;16;15;15;15;16;16;15;16;16;15;16;16;16;15;15;15;16;16;15;16;16;15;16;16;15;16;16;15;16;16;16;15;15;15;16;16;15;16;16;16;15;15;16;16;16;16;15;15;15;15;15;15;16;16;15;16;16;16;15;15;16;16;16;16;16;16;15;16;16;16;16;16;16;16;16;16;15;15;16;16;16;15;16;16;15;16;16;16;15;15;15;16;16;16;16;16;
1996-06-28;2;31;31;16;16;16;14;16;16;17;16;16;16;16;16;16;16;16;16;16;16;16;16;16;15;16;16;14;15;15;18;15;15;15;15;15;16;15;15;16;16;16;16;15;15;15;16;16;15;16;16;15;16;16;15;16;16;15;15;15;15;16;16;16;16;16;15;16;16;15;16;16;16;16;16;16;16;16;16;16;16;16;16;16;15;16;16;16;16;16;16;16;16;15;16;16;16;16;16;16;16;16;16;16;16;16;15;15;16;15;15;16;16;16;16;15;15;15;16;16;15;16;16;15;15;15;16;16;16;16;15;15;15;16;16;15;16;16;15;16;16;15;16;16;16;16;16;15;16;16;16;16;16;16;15;15;15;16;16;15;16;16;15;16;16;16;15;15;16;15;15;16;16;16;16;16;16;16;16;16;16;15;15;16;15;15;15;16;16;15;16;16;
1996-06-29;14;33;33;18;16;16;18;16;16;8;17;17;18;16;16;16;17;17;15;15;15;18;16;16;14;15;15;10;16;16;13;15;15;15;16;16;14;14;14;16;16;16;15;15;15;14;16;16;17;16;16;16;15;15;17;16;16;15;15;15;16;15;15;15;15;15;15;15;15;17;16;16;16;16;16;16;16;16;16;16;16;15;16;16;15;16;16;15;15;15;17;16;16;15;16;16;15;16;16;15;16;16;16;16;16;15;16;16;15;16;16;17;16;16;15;16;16;17;16;16;15;16;16;17;15;15;15;16;16;17;15;15;16;15;15;15;16;16;16;15;15;15;16;16;15;15;15;15;16;16;15;16;16;15;16;16;16;16;16;15;16;16;16;16;16;15;16;16;16;16;16;16;16;16;15;16;16;16;16;16;15;16;16;15;16;16;15;15;15;16;15;15;
1996-06-30;59;32;32;16;16;16;16;16;16;18;16;16;16;16;16;17;16;16;15;16;16;16;16;16;14;16;16;16;16;16;14;16;16;15;16;16;15;16;16;16;16;16;17;16;16;15;16;16;16;16;16;16;16;16;15;16;16;15;16;16;16;16;16;15;16;16;16;16;16;16;16;16;16;16;16;14;16;16;16;16;16;15;16;16;15;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;15;16;16;15;16;16;15;16;16;16;16;16;16;16;16;16;16;16;15;16;16;15;16;16;16;16;16;15;16;16;15;16;16;16;16;16;15;16;16;16;16;16;15;16;16;16;16;16;16;16;16;15;16;16;15;16;16;16;16;16;15;16;16;15;16;16;15;16;16;16;16;16;15;16;16;15;16;16;15;16;16;16;16;16;16;16;16;
